id|authority_id|name|publisher_id|place|url|machine_name|sort_name|identifier|type
1971|158|Opium and the limits of empire:   drug prohibition in the Chinese interior, 1729-1850|2906|||opium and the limits of empire drug prohibition in the chinese interior 1729 1850|opium andlimits of empire drug prohibition in the chinese interior 1729 1850|9780674016491|ISBN13
1989|194|Family preserve:   poems|48|||family preserve poems|family preserve poems|9780813923284|ISBN13
1976|171|George!:   a guide to all things Washington|2908|||george a guide to all things washington|george a guide to all things washington|9780976823803|ISBN13
1985|186|Gypsy with baby:   poems|2916|||gypsy with baby poems|gypsy with baby poems|9780945083115|ISBN13
1988|195|Put your sorry side|2918|||put your sorry side|put your sorry side|9780971767164|ISBN13
1986|51|Geotimes|2795|||geotimes|geotimes|0016-8556|ISSN
2000|427|Phoebe|2926|||phoebe|phoebe|0270-868X|ISSN
1990|193|Systematic Botany|2919|||systematic botany|systematic botany|0363-6445|ISSN
1977|172|Geografia Fisica e Dinamica Quaternaria|2909|||geografia fisica e dinamica quaternaria|geografia fisica e dinamica quaternaria|0391-9838|ISSN
1991|594|Texas Review|2920|||texas review|texas review|0885-2685|ISSN
1999|657|Nimrod International Journal|2925|||nimrod international journal|nimrod international journal|1931-1214|ISSN
1992|555|San Francisco Chronicle Magazine|2921|||san francisco chronicle magazine|san francisco chronicle magazine|1932-8672|ISSN
2009|225|Brightwood : poems|137|||brightwood poems|brightwood poems|0807128988|ISBN10
2012|2137|Common wealth:   contemporary poets of Virginia|48|||common wealth contemporary poets of virginia|common wealth contemporary poets of virginia|0813922232|ISBN10
2013|2137|Common wealth : contemporary poets of Virginia|48|||common wealth contemporary poets of virginia|common wealth contemporary poets of virginia|0813922232|ISBN10
2016|2137|Common wealth : contemporary poets of Virginia|2933|||common wealth contemporary poets of virginia|common wealth contemporary poets of virginia|0813922232|ISBN10
2003|924|Made in China: export porcelain from the Leo and Doris Hodroff collection at Winterthur|2929|||made in china export porcelain from the leo and doris hodroff collection at winterthur|made in china export porcelain fromleo and doris hodroff collection at winterthur|9780912724645|ISBN13
2014|2137|Unknown (0813922232 (pbk. : acid-free paper))|48|||unknown 0813922232 pbk acid free paper|unknown 0813922232 pbk acid free paper|0813922232|ISBN10
2025|1343|Unknown (00029939)|150|||unknown 00029939|unknown 00029939|0002-9939|ISSN
2022|244|Hormones and Behavior|416|||hormones and behavior|hormones and behavior|0018-506X|ISSN
2023|257|Journal of Statistical Physics|2308|||journal of statistical physics|journal of statistical physics|0022-4715|ISSN
2024|240|Tetrahedron Letters|416|||tetrahedron letters|tetrahedron letters|0040-4039|ISSN
2006|467|Nineteenth-Century Literature|118|||nineteenth century literature|nineteenth century literature|0891-9356|ISSN
2019|11|Ecological Economics|416|||ecological economics|ecological economics|0921-8009|ISSN
2028|443|Tradition and Discovery|294|||tradition and discovery|tradition and discovery|1057-1027|ISSN
2032|848|Rattle|2937|||rattle|rattle|1097-2900|ISSN
2021|579|Ciberletras|157|||ciberletras|ciberletras|1523-1720|ISSN
2030|954|Proceedings - International Symposium on Biomedical Imaging|22|||proceedings international symposium on biomedical imaging|proceedings international symposium on biomedical imaging|1945-7928|ISSN
2026|972|Journal of Gastroenterology and Hepatology Research|2936|||journal of gastroenterology and hepatology research|journal of gastroenterology and hepatology research|2224-3992|ISSN
241|241|Journal of Polymer Science Part A: Polymer Chemistry|540|||journal of polymer science part a polymer chemistry|journal of polymer science part a polymer chemistry|0887-624X|ISSN
234|3143|Fama:   the politics of talk and reputation in medieval Europe|1|||fama the politics of talk and reputation in medieval europe|famapolitics of talk and reputation in medieval europe|0801439396|ISBN10
236|236|Mathematics of Computation|739|||mathematics of computation|mamatics of computation|0025-5718|ISSN
237|237|Acta Mathematica Universitatis Comenianae|63|||acta mathematica universitatis comenianae|acta mamatica universitatis comenianae|0862-9544|ISSN
246|246|Hotbed of reactionary forces:   the Institute of Political Science in Shanghai, 1923-1927|1|||hotbed of reactionary forces the institute of political science in shanghai 1923 1927|hotbed of reactionary forcesinstitute of political science in shanghai 1923 1927|7210027165|ISBN10
247|247|We, the people:   essays of Hsin-Jen|1|||we the people essays of hsin jen|wepeople essays of hsin jen|0961172657|ISBN10
248|248|Does environmental policy work?:   the theory and practice of outcomes assessment|1|||does environmental policy work the theory and practice of outcomes assessment|does environmental policy worktheory and practice of outcomes assessment|1840641703|ISBN10
233|233|Molecular Ecology Notes|39|||molecular ecology notes|molecular ecology notes|1471-8278|ISSN
240|240|Tetrahedron Letters|1276|||tetrahedron letters|tetrahedron letters|0040-4039|ISSN
242|242|ELH - English Literary History|1666|||elh english literary history|elh english literary history|0013-8304|ISSN
244|244|Hormones and Behavior|1276|||hormones and behavior|hormones and behavior|0018-506X|ISSN
277|277|Realms of exile:   nomadism, diasporas, and Eastern European voices|1|||realms of exile nomadism diasporas and eastern european voices|realms of exile nomadism diasporas and eastern european voices|0739103334|ISBN10
256|256|Journal of Herpetology|2951|||journal of herpetology|journal of herpetology|0022-1511|ISSN
255|255|Kantian Review|409|||kantian review|kantian review|1369-4154|ISSN
257|257|Journal of Statistical Physics|2308|||journal of statistical physics|journal of statistical physics|0022-4715|ISSN
258|258|European Management Journal|1276|||european management journal|european management journal|0263-2373|ISSN
259|259|Cumbres poticas latinoamericanas:   Nicanor Parra y Ernesto Cardenal|99|||cumbres poticas latinoamericanas nicanor parra y ernesto cardenal|cumbres poticas latinoamericanas nicanor parra y ernesto cardenal|082046323X|ISBN10
260|3337|Puros cuentos|1|||puros cuentos|puros cuentos|8478393064|ISBN10
268|268|International Journal of Historical Archeology|2308|||international journal of historical archeology|international journal of historical archeology|1092-7697|ISSN
261|2137|Common wealth:   contemporary poets of Virginia|48|||common wealth contemporary poets of virginia|common wealth contemporary poets of virginia|0813922232|ISBN10
283|283|American Journal of Physics|701|||american journal of physics|american journal of physics|0002-9505|ISSN
284|284|Reference guide to Holocaust literature|1|||reference guide to holocaust literature|reference guide to holocaust literature|1558624678|ISBN10
286|286|Biology and Philosophy|2308|||biology and philosophy|biology and philosophy|0169-3867|ISSN
288|3150|Taking responsibility:   comparative perspectives|1|||taking responsibility comparative perspectives|taking responsibility comparative perspectives|0813920507|ISBN10
291|291|Identities|361|||identities|identities|1070-289X|ISSN
309|1842|Days to recollect:   essays in honour of Robert Schweik|1|||days to recollect essays in honour of robert schweik|days to recollect essays in honour of robert schweik|0966917642|ISBN10
311|1822|Java:   a framework for program design and data structures|1|||java a framework for program design and data structures|java a framework for program design and data structures|0534366910|ISBN10
319|319|International Journal of Accounting|416|||international journal of accounting|international journal of accounting|1094-4060|ISSN
313|313|Indo-Iranian Journal|999|||indo iranian journal|indo iranian journal|0019-7246|ISSN
335|3277|Media, Culture & Society|1|||media culture society|media culture society|1460-3675|ISSN
317|317|This is where we live:   short stories by 25 contemporary North Carolina writers|1|||this is where we live short stories by 25 contemporary north carolina writers|this is where we live short stories by 25 contemporary north carolina writers|0807825832|ISBN10
318|318|Lincoln's sacred effort:   defining religion's role in American self-government|1|||lincoln s sacred effort defining religion s role in american self government|lincoln s sacred effort defining religion s role in american self government|0739101056|ISBN10
322|322|University physics|1|||university physics|university physics|0534246559|ISBN10
323|323|Student solutions manual for Reese's University physics|1|||student solutions manual for reese s university physics|student solutions manual for reese s university physics|9780534352349|ISBN13
324|324|Complete solutions manual for University physics|175|||complete solutions manual for university physics|complete solutions manual for university physics|0534369049|ISBN10
341|341|American Journal of Archaeology|824|||american journal of archaeology|american journal of archaeology|0002-9114|ISSN
343|343|Journal of Advertising|361|||journal of advertising|journal of advertising|0091-3367|ISSN
349|349|Journal of Sustainable Tourism|361|||journal of sustainable tourism|journal of sustainable tourism|0966-9582|ISSN
352|352|Ethics and power in medieval English reformist writing|1|||ethics and power in medieval english reformist writing|ethics and power in medieval english reformist writing|9780521199322|ISBN13
357|357|Natural Areas Journal|1|||natural areas journal|natural areas journal|0885-8608|ISSN
358|358|Chemistry - A European Journal|2756|||chemistry a european journal|chemistry a european journal|0947-6539|ISSN
360|360|Review of African Political Economy|362|||review of african political economy|review of african political economy|0305-6244|ISSN
361|361|Global Change Biology|540|||global change biology|global change biology|1354-1013|ISSN
362|362|Teaching of Psychology|2155|||teaching of psychology|teaching of psychology|0098-6283|ISSN
363|363|Annals of Biomedical Engineering|2308|||annals of biomedical engineering|annals of biomedical engineering|0090-6964|ISSN
365|365|Managerial Auditing Journal|1286|||managerial auditing journal|managerial auditing journal|0268-6902|ISSN
366|366|Social Cognition|1425|||social cognition|social cognition|0278-016X|ISSN
367|367|New Journal of Chemistry|2141|||new journal of chemistry|new journal of chemistry|1144-0546|ISSN
368|368|Neurosurgery|1764|||neurosurgery|neurosurgery|0148-396X|ISSN
377|377|143 questions  answers about George Washington|1|||143 questions answers about george washington|143 questions answers about george washington|9780982017258|ISBN13
